Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
UAEGRTD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,56874.788392,50980.977,49810.432056,49933.11156,50136.604754,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14045.250089,43148.60348242,47380.107664660005,44943.40467356,47859.9439824,48848.83045443
AGENCIA NACIONAL DE TIERRAS - ANT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8812.78707,20328.716667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7111.615375779999,15245.57127297
AGENCIA DE DESARROLLO RURAL - ADR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6844.444321,18264.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555.60310263,14901.95650967
AGENCIA NACIONAL DE TIERRAS - ART,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41625.709048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39010.623010870004
TOTAL FUCIONAMIENTO,90544.20000000001,119998.00000000001,186413.5,257776.90000000002,239407.9,234682.6,241646.69999999998,287347.5,270664.8,289962.5,385933.0,410096.5,738250.0,326466.0,389200.0,278270.0,442266.05380000005,1416008.2883919997,420002.731725,534603.970182,526722.50135218,594608.89902,85876.7,115123.7,179990.50000000003,245510.50000000003,226144.9,220751.69999999995,233614.5,246554.4,247352.9,258408.5,326878.3,398540.8,693384.0,321607.0,386687.0,273189.860167,335198.026201,1152549.49047893,372015.1220662,509320.52497599996,512540.77206961997,574997.50873028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICIO DE LA DEUDA,,,,,,,,,,,,,,,,,,,,,,,SERVICIO DE LA DEUDA,,,,,,,,,,,,,,,,,,,,,
ICA,10290.5,10653.4,11206.5,10988.6,12089.0,253.3,278.3,335.5,341.9,341.9,138.7,227.5,202.0,260.0,209.0,196.0,232.0,238.96,207.708323,219.1,358.688,229.0,8927.7,8661.8,11170.3,10864.8,12088.2,247.6,258.8,315.0,339.1,338.1,138.7,227.5,202.0,231.0,209.0,196.0,196.069379,197.4642348621,207.1388722194,218.3563170042,334.3019247436,0
INCORA EN LIQUIDACIÓN,5471.1,4767.6,21535.0,3404.8,759.5,1105.5,885.9,529.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5471,4672.9,21169.5,1950.5,753.2,1078.9,883.4,526.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
INAT EN LIQUIDACIÓN,16761.1,16361.3,12565.5,14933.8,15809.0,18070.3,19033.4,5064.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,13520.5,16361.3,12314.3,14314.8,15564.7,17167.2,19033.4,5060.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
INPA EN LIQUIDACIÓN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
IDEMA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
BANCO AGRARIO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
DRI EN LIQUIDACIÓN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
INCODER,0,0.0,0.0,0.0,0.0,0.0,0.0,19232.7,6689.1,0.0,0.0,0.0,0.0,51.0,55.0,47.0,50.0,51.0,48.408974,51.029,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14675.4,5050.9,0.0,0.0,0.0,0.0,51.0,55.0,47.0,46.028098,47.6761630392,47.862976683,49.9132893066,0.0,0
UNAT - LIQUIDADA,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
AGENCIA NACIONAL DE TIERRAS - ANT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,106.0,,,,,,,,,,,,,,,,,,,,0.0,76.641008715,0
TOTAL SERVCIO ADE LA DEUDA,32522.699999999997,31782.3,45307.0,29327.2,28657.5,19429.1,20197.600000000002,25162.0,7031.0,341.9,138.7,227.5,202.0,311.0,264.0,243.0,282.0,289.96000000000004,256.117297,270.129,446.888,335.0,27919.2,29696.0,44654.1,27130.1,28406.100000000002,18493.7,20175.600000000002,20576.5,5390.0,338.1,138.7,227.5,202.0,282.0,264.0,243.0,242.097477,245.1403979013,255.0018489024,268.2696063108,410.9429334586,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVERSION,,,,,,,,,,,,,,,,,,,,,,,INVERSION,,,,,,,,,,,,,,,,,,,,,
GESTION GENERAL MINAGRICULTURA,240434.3,198685.5,111794.1,137214.4,129517.4,196214.4,290895.4,150253.0,189970.0,202832.1,302911.0,617409.4,751261.0,758715.0,786656.0,946038.0,1207675.4368,1577206.30547,2372777.8922,2425372.843551,1386307.72653307,1114596.028302,240032.4,198557.9,111690.1,137212.4,129285.4,195988.2,290755.4,70119.3,183970.0,202832.0,278873.3,544944.0,722641.0,581282.0,609167.0,682302.53486,744886.223728,989455.73512572,2250485.158029001,2335947.3252412197,1386307.72653307,1080892.29895095
ICA,14618.1,12592.4,12784.9,20944.1,17666.7,23555.7,19966.1,23263.2,27254.3,27669.2,50883.9,47998.4,60955.0,55935.0,57761.0,85269.0,110350.241096,181359.0,146048.834955,175120.0,124507.668323,180386.0,8268.4,2495.1,11426.5,14253.4,15927.2,22139.9,18455.8,17379.6,25636.1,25630.2,38162.2,41275.9,48575.4,42056.0,46988.0,59557.261304,83434.844516,103590.45167381,136956.23159052,167932.23363704002,106271.30913859999,174273.15835725
INCORA EN LIQUIDACIÓN,103628.6,82306.3,57426.9,49876.7,21587.0,23380.1,16219.7,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,95673.9,75511.0,52748.3,32953.8,20304.3,23062.4,15665.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
INAT EN LIQUIDACIÓN,90355.3,61553.6,78200.1,61068.5,25555.7,68866.7,40648.6,3090.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,79925.8,54594.1,71296.6,15349.3,11919.2,47730.9,20640.6,1953.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
INPA EN LIQUIDACIÓN,5782,5982.1,4767.4,5543.0,2248.5,5283.7,2276.8,301.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4978,5044.2,4415.2,5332.3,2223.7,5231.2,1882.5,288.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BANCO AGRARIO,140346.3,40344.2,21212.7,6500.0,35146.2,48850.0,29841.4,30000.0,60000.0,46000.0,59223.2,60000.0,64400.0,11566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140346.3,40344.2,21212.7,6500.0,35000.0,48580.0,29841.4,14919.5,59995.1,45973.8,26317.2,59300.0,48594.4,6902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DRI EN LIQUIDACIÓN,115917.8,97180.8,79159.3,500.0,500.0,127795.3,64738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113871.4,96885.3,79060.1,500.0,500.0,127756.9,64721.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
INCODER,0,0.0,0.0,0.0,0.0,0.0,0.0,47200.9,98410.0,118432.5,201689.5,245090.1,257286.0,358753.0,323857.0,365550.0,445767.65,461989.351469,373681.928733,491288.524866,44372.487935,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6651.6,98197.4,114628.4,132577.8,211483.7,210583.0,294333.0,270680.0,329167.0,210506.097224,222980.46300735,370295.29357323,477615.01836781995,8093.241353,0
UNAT - LIQUIDADA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UPRA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,9465.0,7042.0,20246.226667,14844.92347,16453.104942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.488314,6058.981281,6967.721004,19352.62097033,14478.61455326,16428.14009741
AUNAP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10506.444,9869.70732,31160.333334,28446.1,30597.742921,29410.026487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7638.789976,8897.87698,30678.7291346,26778.01559145,30144.90695409,29028.096507379996
UAEGRTD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33100.0,92995.493138,111040.873478,147046.639921,172275.0,166023.413715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15471.035852,52921.60580747,107003.24767399,131567.40584773,144030.57495113,149998.22983813
AGENCIA NACIONAL DE TIERRAS - ANT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8812.78707,20328.716667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101961.23510452,267422.57629861997
AGENCIA DE DESARROLLO RURAL - ADR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6844.444321,18264.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132799.78431475,352698.74150848005
AGENCIA NACIONAL DE TIERRAS - ART,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41625.709048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104994.25937184
TOTAL INVERSIÓN,711082.4,498644.89999999997,365345.4,281646.7,232221.5,493945.9,464586.0,254151.9,375634.3,394933.80000000005,614707.6000000001,970497.9,1136040.0,1185524.0,1168274.0,1396857.0,1814599.7718959998,2332884.857397,3041751.8627,3287520.3350050002,1788562.7805730703,1587087.3991609998,683096.2,473431.8,351849.5,212101.19999999995,215159.80000000002,470489.5,441962.2,111354.40000000001,367798.6,389064.4,475930.5,857003.6000000001,1031933.8,925128.0,926835.0,1071026.796164,1062664.4796099998,1383905.1138753498,2902386.3810053417,3159192.61965559,1924087.3929024201,2175735.50093006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL SECTOR,834149.3,650425.2,597065.9,568750.8,500286.9,748057.6,726430.2999999999,566661.4,653330.1,685238.2000000001,1000779.3,1380821.9,1874492.0,1512301.0,1557738.0,1675370.0,2257147.825696,3749183.1057889992,3462010.7117219996,3822394.4341870006,2315732.16992525,2182031.2981809997,796892.0999999999,618251.5,576494.1,484741.8,469710.80000000005,709734.8999999999,695752.3,378485.30000000005,620541.5,647811.0,802947.5,1255771.9000000001,1725519.8,1247017.0,1313786.0,1344459.656331,1398104.6032879998,2536699.744752181,3274656.5049204445,3668781.4142379006,2437039.1079054987,2750733.00966034
FUENTE: Ministerio de Agricultura y Desarrollo Rural. Oficina Asesora de Planeación y Propectiva.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Leyes de Presupuesto General de la Nación para las vigencias fiscales de 1995 - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elaboró: Oficina Asesora de Planeación y Prospectiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Decretos de liquidación del presupuesto de 2014 a 2017; Decretos y Resoluciones de MinHacienda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n/a: No Aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* Datos al 30 de marzo de 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nota: La Upra, Aunap y la Uaegrtd fueron creados mediante los decretos 4145 y 4181 2011 y la ley 1448 de 2011, respectivamente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nota: Lasa Agencia fueron creada mediante los siguientes: Decreto 2364 2015 Diciembre 7 Crea Agencia Desarrollo Rural – ADR, Decreto 2363 2015 Diciembre 7 Crea Agencia Nacional de Tierras - ANT y la Decreto 2366 2015 Diciembre 7 Crea Agencia Renovación del Territorio – ART .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
