Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
CESAR,1445081,1510257,1546726,1593664,1646717.0,1650513.0,1621916.0,1592672.0,1520055.0,1449666.0,1418675.0,1357512.0,1305984.0,1415681
CHOCO,119577,134110,130117,127274,125550.0,117201.0,128031.0,119762.0,125890.0,163667.0,163027.0,152228.0,154796.0,48897
CORDOBA,2379512,2350436,2277496,2215079,2165180.0,2096758.0,2021594.0,2104261.0,2042971.0,1973090.0,1903913.0,1942770.0,2052151.0,2140312
CUNDINAMARCA,1102779,1105495,1108133,1109119,1119788.0,830080.0,1050296.0,1184613.0,1216246.0,1078357.0,1068386.0,1256535.0,1146137.0,1422452
GUAINIA,3800,4000,4000,4010,4010.0,4000.0,4950.0,3090.0,3750.0,5000.0,5000.0,4703.0,4703.0,4547
GUAVIARE,130000,153900,168250,169000,172500.0,212400.0,225000.0,264300.0,270000.0,268700.0,279000.0,281611.0,301224.0,406242
HUILA,447859,430234,470330,478965,470581.0,467438.0,470911.0,477721.0,477447.0,464148.0,423554.0,415246.0,370884.0,411720
LA GUAJIRA,235515,259364,275757,293667,304849.0,324931.0,334159.0,347982.0,343445.0,332162.0,312014.0,285298.0,242137.0,286962
MAGDALENA,1311438,1399843,1469253,1419319,1419319.0,1317400.0,1275253.0,1306637.0,1280793.0,1250403.0,1238017.0,1207764.0,1205715.0,1359672
META,1440000,1451600,1470750,1495820,1500820.0,1527120.0,1534600.0,1612750.0,1632420.0,1629600.0,1662000.0,1660147.0,1734106.0,1948553
NARIÑO,271111,300816,298621,314696,325910.0,299995.0,340874.0,350047.0,362865.0,368088.0,373421.0,384686.0,383005.0,390448
NORTE DE SANTANDER,301593,358226,388787,391935,429282.0,459386.0,489486.0,479447.0,473103.0,463178.0,434257.0,389694.0,455711.0,467782
PUTUMAYO,93006,100960,121979,134208,137274.0,137543.0,151128.0,174961.0,188272.0,195527.0,192165.0,197611.0,209006.0,255912
QUINDIO,96836,97142,94874,88934,80371.0,74349.0,80298.0,71892.0,73581.0,73042.0,77896.0,81788.0,76814.0,83425
RISARALDA,110022,114168,112675,110004,103476.0,100018.0,102630.0,101608.0,90840.0,93827.0,99913.0,109117.0,117209.0,109334
SAN ANDRES/PROVIDENCIA,NR,1428,1334,1163,1163.0,1273.0,1570.0,1153.0,1000.0,1029.0,1002.0,825.0,801.0,NR
SANTANDER,1432345,1493887,1482906,1509193,1604813.0,1537687.0,1516709.0,1532432.0,1457075.0,1504413.0,1416644.0,1412313.0,1442936.0,1595532
SUCRE,912218,881380,870154,890813,873114.0,878950.0,869238.0,896898.0,856209.0,825696.0,836615.0,862008.0,992238.0,1076327
TOLIMA,649728,649950,684283,694013,710597.0,686860.0,664769.0,672890.0,676981.0,625281.0,599711.0,547647.0,583166.0,685274
VALLE DEL CAUCA,538107,532182,533164,538201,521216.0,511068.0,483782.0,507839.0,480911.0,456313.0,470035.0,459596.0,460727.0,523306
VAUPES,760,760,760,880,880.0,800.0,1127.0,1200.0,1055.0,1430.0,1430.0,1223.0,1074.0,1159
VICHADA,130000,130000,138500,145000,173000.0,174600.0,185000.0,197800.0,215700.0,216500.0,228000.0,242633.0,231684.0,254820
Total Nacional,21655248,22180899,22409992,22449604,22787378.0,22169947.0,22692178.0,23258297.0,23008251.0,22574780.0,22527783.0,22689420.0,23475022.0,26256438
Fuente: ICA ,,,,,,,,,,,,,,
Unidad de medida: Cabezas,,,,,,,,,,,,,,
NR: No reporta,,,,,,,,,,,,,,
Elaboró: Oficina Asesora de Planeación y Prospectiva - Grupo de Información y Estadísticas Sectoriales.,,,,,,,,,,,,,,
